index,barcode,row,col,imagerow,imagecol,is_center
1570,41x6,41,6,2199,286,0
1571,40x4,40,4,2144,177,0
1572,45x36,45,36,2417,1923,0
1573,23x37,23,37,1215,1977,0
1574,43x22,43,22,2308,1159,0
1575,40x43,40,43,2144,2305,0
1576,41x40,41,40,2199,2141,0
1577,18x36,18,36,942,1923,0
1578,25x47,25,47,1325,2523,0
1579,19x12,19,12,997,614,0
1580,30x30,30,30,1598,1595,0
1581,42x15,42,15,2253,777,1
1582,12x43,12,43,615,2305,1
1583,38x35,38,35,2035,1868,1
1584,26x13,26,13,1379,668,1
1585,40x18,40,18,2144,941,0
1586,12x46,12,46,615,2468,0
1587,30x14,30,14,1598,723,0
1588,18x10,18,10,942,505,0
1589,34x27,34,27,1816,1432,1
1590,25x25,25,25,1325,1323,0
1591,2x28,2,28,68,1486,0
1592,19x41,19,41,997,2195,0
1593,29x16,29,16,1543,832,0
1594,17x39,17,39,888,2086,0
1595,22x10,22,10,1161,505,0
1596,27x25,27,25,1434,1323,0
1597,36x10,36,10,1926,505,0
1598,33x49,33,49,1762,2632,0
1599,36x4,36,4,1926,177,0
1600,20x38,20,38,1052,2032,0
1601,25x42,25,42,1325,2250,0
1602,33x15,33,15,1762,777,0
1603,16x39,16,39,833,2086,1
1604,28x48,28,48,1489,2577,0
1605,29x46,29,46,1543,2468,0
1606,42x7,42,7,2253,341,0
1607,36x26,36,26,1926,1377,0
1608,39x42,39,42,2089,2250,0
1609,32x7,32,7,1707,341,1
1610,44x39,44,39,2363,2086,1
1611,17x42,17,42,888,2250,0
1612,8x42,8,42,396,2250,0
1613,24x10,24,10,1270,505,0
1614,15x29,15,29,778,1541,0
1615,13x33,13,33,669,1759,0
1616,32x48,32,48,1707,2577,0
1617,20x37,20,37,1052,1977,1
