"","TMEM132D","CPNE5","RNA18S5","NMNAT1","ALG5","RNA28S5","RPL13","CCBL1","RPS9","MEIS1.AS1"
"9x31",0,0,15,0,0,1,1,0,0,0
"40x2",2,0,5,0,0,0,0,0,0,0
"24x6",1,0,7,0,0,0,2,0,0,0
"7x40",0,0,17,0,0,5,1,0,2,0
"33x19",0,0,2,0,0,0,0,0,0,0
"22x14",0,0,5,0,0,0,1,0,0,0
"24x9",0,0,9,0,0,1,0,0,0,0
"14x36",0,0,13,0,0,2,0,0,0,0
"29x23",0,0,10,0,0,0,0,0,2,0
"43x42",0,0,5,1,0,0,0,0,0,0
"30x29",0,0,64,1,0,11,3,0,1,0
"13x15",7,0,7,1,0,1,0,0,0,0
"22x48",0,0,0,0,0,0,0,0,0,0
"26x37",0,0,30,2,0,4,3,0,0,0
"23x48",0,0,3,0,0,0,4,0,0,0
"23x26",0,0,20,1,0,4,3,0,0,0
"15x16",0,0,0,1,0,2,1,0,0,0
"37x31",0,0,47,0,0,4,1,0,1,0
"32x32",0,0,52,2,0,6,4,0,2,0
"2x22",2,0,3,0,0,1,0,0,1,0
"30x12",1,0,4,0,0,0,0,0,0,0
"46x18",0,0,0,0,0,0,0,0,0,0
"27x10",1,0,6,0,0,0,0,0,0,0
"7x45",0,0,51,1,0,2,0,0,2,0
"39x27",0,0,4,0,0,1,0,0,0,0
"35x12",0,0,7,1,0,2,0,0,1,0
"40x32",0,0,7,0,0,0,3,0,2,0
"37x23",0,0,10,0,0,7,0,0,0,0
"39x39",0,0,14,0,0,6,1,0,3,0
"37x36",0,0,301,0,0,29,9,0,1,0
"29x8",0,1,5,4,0,0,0,0,0,0
"13x13",0,0,11,0,0,1,0,0,0,0
"18x29",0,0,11,0,0,3,0,0,0,0
"17x11",2,2,18,0,0,2,0,0,0,0
"34x9",0,1,4,0,1,1,3,0,0,0
"30x8",1,0,3,0,0,1,0,0,1,0
"21x27",0,0,22,0,0,1,2,0,0,0
"24x36",0,0,91,0,0,18,1,0,1,0
"7x17",2,0,1,0,0,1,0,0,0,0
"40x10",0,0,7,0,0,1,0,0,0,0
"37x18",0,0,5,0,0,1,0,0,0,0
"26x27",0,0,10,0,0,0,2,0,1,0
"7x22",0,0,2,0,0,0,0,0,0,0
"28x21",0,0,6,0,0,4,0,0,0,0
"27x37",0,0,52,0,0,4,2,0,0,0
"40x9",0,0,2,1,0,1,0,0,0,0
"24x37",0,0,104,3,0,13,4,0,1,0
"12x32",0,0,15,1,1,0,2,0,0,0
"5x25",0,0,5,1,0,5,0,0,0,0
"43x3",3,0,11,1,0,0,0,0,0,0
"49x8",2,0,17,7,0,3,1,0,2,0
"37x29",1,0,8,0,0,4,2,0,2,0
"23x47",0,0,0,0,0,0,1,0,0,0
"12x17",3,0,0,0,0,0,0,0,0,0
"19x43",0,0,2,0,0,1,0,0,0,0
"36x30",0,1,15,0,0,7,1,0,0,0
"11x28",0,0,21,1,0,2,1,0,0,0
"40x3",1,0,11,0,0,0,0,1,0,0
"10x39",0,0,8,0,0,1,0,0,0,0
"12x26",0,0,7,0,0,0,0,0,0,0
"33x43",0,0,7,0,0,0,0,0,1,0
"43x13",0,0,2,1,0,0,0,0,0,0
"21x9",3,0,3,1,0,1,1,0,0,0
"24x11",0,1,9,0,0,1,0,0,0,0
"15x13",0,0,10,0,0,1,0,0,0,0
"35x4",2,0,1,1,0,2,0,0,0,0
"29x5",1,0,5,0,0,1,0,0,0,0
"21x48",0,0,11,0,0,2,1,0,0,0
"9x41",0,0,11,0,0,0,0,0,0,0
"39x6",0,0,13,0,0,2,0,0,0,0
"41x19",0,0,6,0,0,0,1,0,0,0
"29x9",0,4,5,1,1,2,0,0,0,0
"25x29",0,0,243,5,1,26,10,0,1,0
"27x38",0,0,58,0,0,13,2,0,1,0
"25x13",0,0,11,0,0,4,1,0,1,0
"16x32",0,1,29,0,0,1,0,0,0,0
"30x22",0,0,4,0,0,1,0,0,0,0
"5x20",1,0,12,0,0,4,1,0,2,0
"35x43",0,0,9,0,0,1,1,0,0,0
"35x3",1,0,4,0,2,0,0,0,0,0
"18x47",0,0,3,0,0,0,0,0,11,0
"35x41",0,1,54,0,0,6,2,0,0,0
"29x38",0,3,88,0,0,14,0,0,1,0
"34x18",0,0,4,0,1,0,1,0,1,0
"46x9",0,0,3,0,0,0,0,0,0,0
"20x47",0,0,14,0,0,2,1,0,0,0
"32x15",0,0,7,2,0,3,1,0,0,0
"37x38",0,0,108,0,0,13,12,0,0,0
"15x12",2,0,4,1,0,0,1,0,1,0
"25x14",0,2,7,1,0,3,1,0,0,0
"13x47",0,0,2,0,0,0,0,0,0,0
"45x46",0,0,1,0,0,1,0,0,0,0
"25x37",0,0,26,4,0,11,2,0,1,0
"25x39",0,1,65,1,0,13,4,0,1,0
"17x45",0,0,2,2,0,0,0,0,0,0
"12x41",0,0,18,0,0,1,0,0,0,0
"22x29",0,1,124,0,0,27,23,0,1,0
"41x41",0,0,6,0,0,0,1,0,0,0
"19x14",1,0,2,0,0,1,1,0,1,0
"30x42",0,0,34,0,0,2,0,0,2,0
"32x42",0,0,8,0,0,2,0,0,0,0
"46x35",0,0,8,0,0,1,1,0,0,0
"6x20",0,0,20,0,0,1,0,0,0,0
"21x13",0,0,15,0,0,2,2,1,0,0
"39x3",1,0,4,0,0,1,0,0,0,0
"30x5",0,0,5,0,0,0,0,0,0,0
"28x10",0,0,8,0,0,0,1,0,0,0
"36x2",0,0,5,0,1,1,1,0,0,2
"34x49",1,0,22,3,1,1,0,0,0,0
"6x27",0,0,6,0,0,2,1,0,0,0
"24x13",0,0,5,0,0,0,0,0,0,0
"16x36",0,0,454,0,0,55,6,0,13,0
"48x12",0,0,0,0,0,0,0,0,0,0
"47x10",0,0,3,0,0,0,0,0,0,0
"42x19",0,0,4,0,0,0,0,0,0,0
"46x45",0,0,0,0,0,0,0,0,0,0
"49x10",2,0,11,0,0,1,0,0,0,0
"38x2",0,0,28,0,0,1,0,0,2,2
"9x29",0,1,4,0,0,1,0,0,0,0
"9x47",0,0,41,0,0,6,4,0,2,0
"41x16",0,0,0,0,0,1,0,0,0,0
"33x33",0,3,226,0,0,38,8,0,6,0
"32x39",0,0,3,0,0,0,0,0,0,0
"30x31",0,0,318,0,0,22,22,0,4,0
"41x32",0,0,4,0,0,0,0,0,0,0
"45x39",0,0,9,1,0,3,0,0,0,0
"5x30",0,0,9,0,0,0,1,0,0,0
"20x42",0,0,14,0,0,1,0,0,0,0
"13x19",0,0,2,0,0,1,0,1,0,0
"7x42",0,0,17,0,0,0,0,0,0,0
"48x7",0,0,3,0,0,0,0,0,0,0
"43x35",0,0,10,0,0,4,1,0,0,0
"44x22",0,0,2,0,0,1,0,0,0,0
"27x18",0,0,8,0,0,3,0,0,0,0
"9x38",1,0,11,0,0,0,2,0,0,0
"41x25",0,0,7,0,0,0,0,0,0,0
"19x34",0,2,256,0,0,13,26,0,5,0
"3x27",0,1,7,0,0,0,0,0,0,0
"45x22",0,0,3,0,0,0,0,0,0,0
"4x27",0,0,8,0,0,0,1,0,0,0
"30x17",1,0,6,0,1,2,0,0,0,0
"33x36",0,0,331,1,0,32,2,0,0,0
"15x45",0,0,0,0,0,4,0,0,0,0
"19x39",0,2,77,1,0,17,4,0,4,0
"22x40",0,1,94,0,0,12,1,0,2,0
"13x14",3,0,6,0,0,2,0,0,0,0
"15x35",0,0,123,0,0,10,3,1,2,0
"24x40",0,1,105,1,0,18,4,0,4,0
"32x16",1,0,5,1,0,1,0,0,0,0
"22x17",1,0,0,1,0,0,0,0,0,0
"35x42",0,0,10,0,0,2,0,0,0,0
"6x18",2,0,2,1,0,1,0,0,0,0
"29x7",1,7,4,2,0,0,0,0,0,0
"38x15",0,0,13,0,0,2,0,0,0,0
"33x31",0,0,81,0,0,4,10,0,1,0
"42x42",1,2,4,1,0,2,0,0,0,0
"2x21",2,3,3,0,0,1,1,0,0,0
"28x35",0,0,119,3,0,20,7,0,4,0
"15x26",0,0,4,0,0,1,0,0,0,0
"45x5",1,2,20,1,0,2,1,0,0,0
"28x43",0,0,61,0,0,9,1,0,1,0
"6x28",0,0,34,1,0,0,1,0,0,0
"39x12",0,0,1,0,0,0,0,0,0,0
"5x23",1,0,8,0,0,0,1,0,0,0
"13x38",0,0,12,0,0,0,4,0,0,0
"22x47",0,0,0,0,0,0,0,0,0,0
"37x39",0,0,32,0,0,7,4,0,3,0
"12x29",0,0,3,0,0,0,0,0,0,0
"35x31",0,0,29,1,0,2,2,0,0,0
"40x27",0,0,1,0,0,1,0,0,0,0
"23x41",0,0,168,0,0,14,3,0,2,0
"35x9",0,0,1,0,0,0,0,0,0,0
"36x42",0,1,15,0,0,2,0,0,0,0
"34x6",2,7,8,0,1,0,0,0,0,0
"44x17",0,0,1,0,0,1,0,0,0,0
"18x18",1,0,2,0,1,2,0,0,0,0
"37x19",0,0,6,0,0,1,0,0,0,0
"20x49",1,0,9,0,0,3,0,0,1,0
"30x32",0,0,202,0,0,9,3,0,2,0
"11x20",1,0,19,0,0,4,2,0,0,0
"14x27",0,0,0,0,0,1,2,0,0,0
"8x15",1,0,4,1,0,1,1,0,0,0
"5x32",1,0,11,0,0,1,1,0,1,0
"10x46",0,0,19,1,0,5,0,0,2,0
"30x11",0,0,8,0,0,6,0,0,0,0
"33x11",0,0,7,0,0,1,0,0,0,0
"20x16",0,0,6,0,0,1,0,0,0,0
"13x43",0,0,16,0,0,3,0,0,1,0
"28x6",0,2,0,0,0,0,0,0,0,0
"49x34",0,0,55,0,0,2,3,0,1,0
"19x46",1,0,3,0,0,1,0,1,0,0
"33x38",0,0,24,0,0,2,0,0,0,0
"9x40",0,2,11,0,0,1,0,0,0,0
"11x18",0,0,4,0,0,0,0,0,0,0
"47x5",0,0,47,1,0,7,4,0,4,0
"38x37",1,0,240,0,0,25,5,0,8,0
"4x26",0,0,5,0,0,0,0,0,0,0
"24x45",0,0,1,0,0,0,0,0,0,0
"24x14",0,0,8,0,0,1,0,0,0,0
"18x43",0,0,10,0,0,3,0,0,0,0
"42x4",4,4,40,0,0,2,0,0,0,0
"28x36",1,0,225,0,1,27,1,0,1,0
"41x3",4,0,10,0,1,0,0,0,0,0
"46x46",1,1,1,1,0,0,0,0,0,1
"20x10",2,0,3,0,0,1,0,0,1,0
"34x10",0,0,8,0,0,2,0,0,2,0
"8x20",0,0,8,0,0,2,0,0,0,0
"11x15",3,0,11,0,0,1,1,0,0,0
"11x14",3,0,3,0,0,0,0,0,0,0
"25x30",1,1,224,4,0,20,8,0,14,0
"12x15",1,0,3,0,0,1,0,0,0,0
"41x7",0,0,1,3,0,1,0,0,0,0
"39x26",0,0,3,0,0,1,0,0,0,0
"23x29",0,0,291,0,0,29,7,0,8,0
"28x25",0,0,5,0,0,1,0,0,0,0
"38x36",1,1,267,2,0,38,12,0,6,0
"28x33",0,0,215,0,0,48,9,0,3,0
"17x37",0,1,41,0,0,11,3,0,0,0
"48x11",0,0,6,0,0,0,0,0,0,0
"38x24",0,0,5,0,0,2,0,0,0,0
"24x32",0,0,135,0,0,9,1,0,19,0
"31x14",0,0,5,0,0,1,0,0,0,0
"45x16",0,0,4,0,0,1,0,0,0,0
"26x14",0,0,3,1,1,0,1,0,0,0
"38x33",0,1,33,0,0,13,1,0,0,0
"32x14",0,1,2,1,0,3,0,0,0,0
"41x12",0,0,2,0,0,1,0,0,0,0
"6x22",0,0,16,1,0,3,0,0,0,0
"29x27",0,0,36,0,0,5,3,0,0,0
"33x13",0,0,1,0,1,1,0,0,0,0
"21x33",1,0,102,1,0,30,6,0,4,0
"30x48",0,0,2,0,0,0,4,0,0,0
"6x35",0,0,9,1,0,1,0,0,0,0
"8x30",0,0,9,0,0,1,1,0,0,0
"46x6",0,0,2,0,0,0,0,0,0,0
"16x28",0,0,18,0,0,3,0,0,0,0
"7x44",0,1,35,0,0,6,0,0,0,0
"5x21",0,0,19,0,0,1,2,0,1,0
"9x39",0,0,3,0,0,3,0,0,0,0
"21x34",0,0,145,0,1,19,11,0,3,0
"10x19",0,0,5,1,0,1,1,0,0,0
"22x7",0,0,3,1,0,2,0,0,0,0
"28x12",1,0,2,2,0,0,0,0,0,0
"10x29",0,0,4,1,0,0,2,0,1,0
"43x19",1,0,23,0,0,5,1,0,0,0
"27x20",0,0,12,1,0,2,1,0,1,0
"34x40",0,1,349,3,0,38,44,0,16,0
"27x6",0,0,6,0,0,0,0,0,0,0
"22x13",0,0,3,0,0,3,0,0,0,0
"44x23",1,0,5,0,0,0,0,0,0,0
"27x19",0,0,16,0,0,2,0,0,1,0
"13x45",0,0,2,0,0,0,0,0,0,0
"28x28",0,0,64,1,0,14,2,0,0,0
"20x9",0,0,3,0,1,0,0,0,0,0
"22x25",0,1,3,0,0,2,0,0,1,0
"19x27",0,0,9,0,0,2,0,0,0,0
"7x38",0,0,19,0,0,12,0,0,0,0
"36x34",0,1,237,1,0,21,0,0,1,0
"46x49",2,0,24,2,0,6,4,0,11,0
"6x31",0,0,9,0,0,1,2,0,0,0
"37x15",0,0,8,0,0,2,0,0,1,0
"32x5",1,0,3,3,1,1,0,0,0,0
"44x31",0,0,9,0,0,1,1,0,0,0
"6x21",1,0,2,0,0,3,1,0,0,0
"48x40",0,0,10,1,0,1,1,0,0,0
"15x40",0,0,8,0,0,3,2,0,0,0
"4x18",2,0,3,0,1,0,0,0,0,0
"23x9",1,3,11,0,0,1,0,0,0,0
"38x6",0,0,7,0,0,0,1,0,0,0
"24x24",0,0,13,0,0,2,4,0,2,0
"21x30",0,1,179,1,0,42,6,0,5,0
"6x37",1,0,14,1,0,0,1,0,0,0
"13x32",0,0,7,0,0,1,1,0,1,0
"31x42",0,0,48,0,0,4,1,0,0,0
"3x31",0,1,9,0,0,1,1,0,0,0
"36x32",0,0,174,0,1,8,5,0,3,0
"16x33",0,1,282,2,2,57,19,0,4,0
"23x35",0,0,84,3,0,15,8,0,5,0
"16x37",0,0,146,0,0,19,4,0,1,0
"43x27",0,0,3,0,0,3,0,0,0,0
"46x48",0,0,3,0,0,0,0,0,1,0
"34x39",0,1,22,1,0,8,14,0,4,0
"17x12",0,0,9,0,0,0,0,0,0,0
"38x14",0,1,8,0,0,1,1,0,0,0
"10x41",0,0,23,0,0,1,0,0,0,0
"10x15",3,0,22,1,0,2,0,0,0,0
"3x29",0,0,3,0,0,1,1,0,1,0
"30x39",0,0,4,0,0,1,0,0,1,0
"45x13",0,0,0,0,0,1,1,0,1,0
"19x31",0,0,341,2,0,31,0,0,1,0
"36x12",1,0,3,0,0,0,0,0,0,0
"29x6",1,5,5,0,0,2,0,0,0,0
"24x43",0,1,122,0,0,12,5,0,3,0
"43x16",0,0,1,0,0,0,0,0,0,0
"17x44",0,0,4,0,0,0,1,0,1,0
"16x42",0,0,10,0,0,0,0,0,0,0
"37x42",0,1,11,1,0,3,1,0,0,0
"15x14",1,3,5,1,0,0,0,0,0,0
"42x41",0,0,4,0,0,1,0,0,0,0
"19x45",0,0,6,0,0,0,0,0,0,0
"32x28",0,0,56,0,0,8,1,0,0,0
"16x43",0,0,4,0,0,0,0,0,1,0
"6x43",0,0,31,1,0,6,0,0,0,0
"43x4",2,2,20,0,0,2,0,0,0,0
"40x40",0,0,6,0,0,6,0,0,0,0
"40x20",0,0,5,0,0,0,0,0,0,0
"29x14",0,0,4,0,0,0,0,0,0,0
"27x31",0,0,107,2,0,7,12,0,1,0
"42x37",0,0,7,0,0,2,0,0,0,0
"21x11",1,0,13,0,0,2,0,0,0,0
"21x10",1,0,10,0,0,1,0,0,0,0
"29x44",0,0,0,0,0,0,1,0,0,0
"46x47",0,0,0,0,0,2,0,0,0,0
"43x33",0,0,3,0,0,4,0,0,0,0
"40x23",0,0,10,0,0,1,2,0,0,0
"2x33",1,0,19,1,0,3,2,0,2,0
"20x39",0,0,17,0,0,7,0,0,1,0
"34x17",0,0,2,0,0,4,0,0,0,0
"16x40",0,0,11,0,0,3,0,0,1,0
"36x28",0,0,18,0,0,2,5,0,0,0
"26x23",0,0,11,0,0,0,0,0,0,0
"47x7",0,5,2,1,0,0,0,0,0,0
"19x28",0,1,88,2,0,12,2,0,0,0
"49x13",0,0,9,0,0,6,0,0,0,0
"42x22",0,0,1,0,0,0,0,0,0,0
"5x31",0,0,13,0,0,1,0,0,0,0
"26x6",0,0,6,1,0,1,0,0,0,0
"7x35",0,0,6,0,0,1,0,0,0,0
"45x47",1,0,2,0,0,0,0,0,0,0
"37x6",0,0,4,0,0,0,0,1,0,0
"24x46",0,0,1,1,0,0,0,0,1,0
"6x38",0,0,10,0,0,1,0,1,0,0
"16x47",0,0,12,0,0,2,0,0,0,0
"43x32",0,0,1,0,0,1,0,0,0,0
"22x46",0,0,5,0,0,2,0,0,0,0
"14x16",0,1,1,1,0,0,0,0,1,0
"35x19",0,0,5,0,0,1,0,0,0,0
"8x26",0,0,0,0,0,0,0,0,0,0
"30x23",0,0,5,0,0,2,0,0,0,0
"41x17",0,0,1,0,0,2,0,0,0,0
"23x24",0,0,14,1,0,4,2,0,2,0
"17x13",0,0,19,0,0,6,0,0,0,0
"29x45",0,1,8,0,0,3,0,0,0,0
"39x14",0,0,1,0,0,0,0,0,0,0
"32x29",0,0,25,0,0,1,2,0,1,0
"35x13",0,0,5,0,0,0,1,0,1,0
"46x20",0,0,9,0,0,0,1,0,0,0
"49x11",0,0,14,1,0,3,1,0,0,0
"44x38",1,0,16,0,0,1,0,0,0,0
"23x15",0,0,8,3,0,1,1,0,8,0
"21x28",2,0,411,2,0,40,17,0,25,0
"2x38",0,0,32,0,0,8,2,0,1,0
"33x28",0,0,27,0,0,4,0,0,0,0
"6x34",0,0,7,0,0,2,0,0,0,0
"35x32",0,1,189,3,1,21,13,0,1,0
"23x40",0,0,109,0,0,14,2,0,2,0
"26x20",0,0,8,0,0,0,1,0,0,0
"22x44",0,0,4,0,0,0,1,0,0,0
"29x25",0,2,3,0,0,2,0,0,0,0
"19x16",1,0,4,0,0,1,0,0,0,0
"29x11",0,0,3,1,0,0,0,0,0,0
"3x22",0,0,0,0,0,0,0,0,0,0
"21x41",0,0,266,0,0,20,5,0,0,0
"41x34",0,0,17,0,0,3,1,0,0,0
"25x20",0,0,12,1,0,2,0,1,1,0
"9x17",0,0,2,0,0,1,2,0,0,0
"21x15",0,0,10,0,0,4,0,0,0,0
"41x42",1,0,3,0,0,1,1,0,0,0
"28x23",0,0,2,0,0,2,0,0,1,0
"47x6",0,1,1,0,0,0,1,0,0,0
"14x32",0,0,4,0,0,0,1,0,0,0
"48x8",0,0,4,0,0,2,0,0,0,0
"10x20",0,0,17,0,0,1,4,0,2,0
"34x16",1,0,13,0,0,0,0,0,0,0
"46x2",0,1,12,1,0,1,0,0,0,2
"31x18",0,0,8,0,0,1,0,0,1,0
"17x16",0,3,6,0,0,2,0,0,0,0
"17x28",0,0,34,1,0,5,0,0,0,0
"27x36",0,0,177,0,0,17,1,0,3,0
"43x34",0,1,9,1,0,1,1,0,1,0
"23x17",0,0,1,0,0,0,1,0,0,0
"37x17",0,0,5,0,1,0,0,0,0,0
"20x27",0,0,14,0,0,4,2,0,0,0
"33x34",0,2,266,1,0,27,2,0,0,0
"11x29",0,1,8,0,0,1,2,0,1,0
"22x32",0,0,163,1,1,17,0,0,2,0
"11x30",0,0,6,0,0,0,0,0,0,0
"25x48",0,2,3,0,0,3,0,0,0,0
"21x25",0,0,12,0,0,3,0,0,0,0
"33x6",1,1,3,0,1,0,0,0,0,0
"9x19",0,0,2,0,0,0,0,0,0,0
"26x12",0,0,6,0,0,0,0,0,0,0
"24x18",0,0,8,0,0,2,1,0,0,0
"20x32",0,1,148,0,0,27,1,0,2,0
"20x30",0,1,208,3,0,28,5,0,1,0
"42x27",0,0,5,0,0,1,0,0,0,0
"15x49",0,0,4,0,0,0,1,0,0,1
"26x21",0,0,12,0,0,1,0,0,0,0
"2x39",0,0,3,0,0,1,0,0,2,0
"9x43",0,0,22,0,0,5,1,0,0,0
"40x37",0,0,28,0,0,4,1,0,0,0
"24x27",0,0,91,0,0,15,35,0,0,0
"12x13",0,0,1,0,0,0,0,0,0,0
"30x19",0,0,5,0,0,0,1,0,0,0
"39x9",0,0,3,0,0,1,0,0,0,0
"21x26",0,0,8,0,0,5,3,0,0,0
"9x45",0,1,16,0,0,2,0,1,0,0
"40x28",0,0,10,0,0,8,0,0,0,0
"16x19",0,0,1,0,0,1,0,0,0,0
"20x11",0,0,19,0,1,2,0,0,1,0
"22x27",0,0,25,0,0,0,1,0,0,0
"15x38",0,0,28,0,0,2,0,0,1,0
"9x46",0,0,8,0,0,3,0,0,2,0
"41x39",0,0,4,0,0,4,1,0,0,0
"21x44",0,0,3,0,0,2,0,0,0,0
"14x39",0,0,0,0,0,0,0,0,1,0
"45x3",0,0,11,0,0,0,2,0,0,0
"34x31",0,0,50,0,0,7,1,0,0,0
"37x34",1,0,293,0,0,22,13,0,6,0
"38x9",0,0,6,0,0,0,0,0,0,0
"11x17",0,0,1,0,0,0,0,0,0,0
"38x23",0,0,11,0,0,2,0,0,0,0
"29x40",1,1,175,1,0,19,10,0,4,0
"37x21",0,0,14,0,0,4,1,0,0,0
"7x47",0,0,2,1,0,0,0,0,0,0
"27x34",0,0,246,1,0,29,3,0,0,0
"10x34",0,0,17,0,0,2,0,0,1,0
"5x39",0,0,3,0,0,1,1,0,0,0
"25x38",0,1,24,0,0,1,0,0,0,0
"24x26",0,1,9,0,0,2,3,0,0,0
"28x14",0,0,3,0,0,0,0,0,0,0
"27x48",0,0,3,1,0,1,0,0,0,0
"16x44",0,0,3,0,0,6,0,0,1,0
"28x15",1,0,6,0,0,5,0,0,0,0
"39x2",0,0,2,0,2,0,0,0,0,1
"35x17",0,0,1,0,0,0,0,0,0,0
"26x9",0,0,9,0,1,0,2,0,0,0
"11x27",0,0,7,0,0,0,0,0,0,0
"26x31",0,0,65,0,0,4,2,0,0,0
"2x34",1,0,39,0,0,7,1,0,0,0
"31x39",0,0,14,0,0,3,3,0,0,0
"32x34",0,3,243,3,0,39,2,0,2,0
"16x31",0,0,33,0,0,0,1,0,1,0
"19x29",0,0,245,0,0,42,29,0,26,0
"41x30",0,0,9,0,0,0,0,0,0,0
"26x30",1,0,121,0,0,6,3,0,19,0
"22x8",3,0,6,2,1,1,0,0,2,0
"16x34",0,0,192,1,0,24,15,0,0,0
"28x29",0,0,39,0,0,5,1,0,0,0
"38x4",0,0,38,0,0,3,0,0,0,0
"44x16",0,0,4,0,0,0,0,0,0,0
"18x15",0,0,12,1,0,3,0,0,0,0
"40x13",0,0,0,0,0,0,0,0,0,0
"17x32",0,1,236,2,0,24,6,0,5,0
"12x49",0,0,3,0,1,1,2,0,0,0
"37x14",0,0,6,0,0,0,0,0,0,0
"19x11",4,1,16,0,0,4,0,0,0,0
"33x9",0,0,10,0,0,1,0,0,1,0
"31x20",0,0,8,0,0,1,0,0,0,0
"18x33",0,0,116,2,0,60,5,0,0,0
"43x2",0,1,11,1,0,1,0,0,0,4
"25x32",0,3,91,2,1,6,3,0,1,0
"40x6",1,0,7,0,0,3,0,0,0,0
"2x27",0,0,12,0,0,0,1,0,0,0
"18x31",0,0,318,0,0,23,2,0,3,0
"45x38",0,0,12,0,0,0,0,0,0,0
"35x16",0,0,5,0,0,2,0,0,0,0
"22x23",0,0,5,0,0,0,0,0,0,0
"24x35",0,0,23,1,0,5,1,0,0,0
"46x34",0,0,7,0,0,1,0,0,0,0
"2x32",0,0,13,1,0,2,1,0,0,0
"31x30",0,0,199,2,1,43,26,1,18,0
"28x26",0,0,2,0,0,1,0,0,0,0
"18x41",0,0,27,0,0,6,1,0,1,0
"19x44",0,0,9,0,0,3,0,0,0,0
"6x44",0,0,18,0,0,3,1,0,1,0
"39x15",0,0,7,0,0,1,0,0,0,0
"28x39",0,0,64,0,0,16,4,0,0,0
"47x48",0,1,4,0,0,0,1,0,0,0
"40x29",0,0,5,0,0,1,0,0,0,0
"28x38",0,0,115,0,0,7,5,0,0,0
"41x6",0,0,4,0,0,0,1,0,0,0
"40x4",1,0,5,0,1,1,0,0,0,0
"45x36",1,0,3,0,0,0,0,0,0,0
"23x37",0,1,164,2,0,15,10,0,6,0
"43x22",1,0,0,0,0,2,0,0,0,0
"40x43",0,0,5,0,0,2,1,0,3,0
"41x40",0,0,14,0,0,3,1,0,0,0
"18x36",0,0,195,0,0,50,2,0,1,0
"25x47",0,0,5,1,1,0,0,0,0,0
"19x12",1,0,6,0,0,4,0,0,0,0
"30x30",0,0,155,0,0,20,8,0,23,0
"42x15",2,0,1,0,0,4,0,0,0,0
"12x43",1,0,24,0,0,2,0,0,0,0
"38x35",0,0,159,1,0,15,19,0,22,0
"26x13",0,0,9,0,0,0,0,0,0,0
"40x18",0,0,0,0,0,0,0,0,0,0
"12x46",0,0,23,0,0,4,7,0,3,0
"30x14",0,0,5,0,0,0,1,0,0,0
"18x10",0,0,6,0,1,1,0,0,0,0
"34x27",0,0,20,0,0,4,0,0,0,0
"25x25",0,1,4,0,0,1,0,1,0,0
"2x28",0,0,82,0,0,6,1,0,0,0
"19x41",0,0,41,0,0,4,1,0,0,0
"29x16",0,0,2,0,0,1,0,0,0,0
"17x39",0,0,10,1,0,1,2,0,1,0
"22x10",1,0,3,0,0,1,1,0,0,0
"27x25",0,0,2,0,0,1,1,0,0,0
"36x10",0,0,3,0,0,0,0,0,0,0
"33x49",1,0,15,0,0,4,2,0,0,0
"36x4",3,1,8,0,0,0,0,0,0,0
"20x38",0,0,161,0,0,21,5,0,1,0
"25x42",1,1,209,2,0,41,2,0,4,0
"33x15",0,0,5,1,1,2,0,0,0,0
"16x39",0,0,0,0,0,1,0,0,0,0
"28x48",0,0,3,0,0,1,0,0,0,0
"29x46",0,3,2,0,0,0,0,0,0,0
"42x7",0,0,1,0,0,0,0,0,0,0
"36x26",0,0,0,0,0,2,0,0,0,0
"39x42",0,0,9,0,0,3,0,0,1,0
"32x7",0,1,4,1,0,0,0,0,0,0
"44x39",0,0,1,0,0,0,0,0,0,0
"17x42",0,1,8,0,0,1,0,0,0,0
"8x42",0,0,10,0,0,3,0,0,0,0
"24x10",3,0,11,0,0,1,0,0,0,0
"15x29",0,0,9,1,0,3,1,0,0,0
"13x33",0,0,12,0,0,5,1,0,1,0
"32x48",0,0,2,0,0,0,0,0,0,0
"20x37",0,1,149,1,0,18,11,0,5,0
